location,total_sqft,bath,balcony,price,bhk,per_squre_price
Kammanahalli,2845.0,5.0,1.0,140.0,5,4920.91388400703
Nagadevanahalli,2400.0,2.0,2.0,135.0,2,5625.0
Chandapura,674.0,1.0,1.0,19.9,2,2952.522255192878
Varthur,2145.0,3.0,2.0,165.0,3,7692.307692307692
Hosur Road,760.0,1.0,2.0,21.28,1,2800.0
Hennur,1830.0,3.0,3.0,121.0,3,6612.021857923497
Begur Road,1565.0,2.0,2.0,57.91,3,3700.3194888178914
Kudlu Gate,1320.0,2.0,2.0,50.0,3,3787.878787878788
Whitefield,1585.0,3.0,1.0,84.0,3,5299.684542586751
Srinivas Colony,2750.0,3.0,2.0,943.0,3,34290.90909090909
Whitefield,4003.0,6.0,3.0,300.0,4,7494.379215588308
Sarjapur  Road,3420.0,4.0,2.0,225.0,4,6578.9473684210525
Kammasandra,810.0,2.0,2.0,24.5,2,3024.6913580246915
Akshaya Nagar,1280.0,2.0,1.0,60.0,2,4687.5
Kothanur,1580.0,3.0,3.0,76.0,3,4810.126582278481
Kodihalli,2408.0,4.0,2.0,260.0,3,10797.34219269103
2nd Block Hrbr Layout,1550.0,3.0,3.0,110.0,3,7096.774193548387
Kothanur,1787.0,3.0,2.0,107.0,3,5987.688864017907
Yeshwanthpur,1383.0,2.0,2.0,76.18,3,5508.315256688359
Bellandur,1690.0,2.0,2.0,116.0,3,6863.905325443787
Koramangala,1745.0,3.0,3.0,98.0,3,5616.045845272206
Whitefield,1074.0,2.0,1.0,42.79,2,3984.171322160149
Bannerghatta Road,1268.0,2.0,1.0,69.0,2,5441.640378548896
2nd Stage Arekere Mico Layout,1200.0,4.0,1.0,130.0,4,10833.333333333334
Akshaya Nagar,1435.0,3.0,3.0,53.0,3,3693.379790940767
Abbigere,1326.0,2.0,1.0,34.8,3,2624.434389140271
9th Phase JP Nagar,1200.0,2.0,0.0,80.0,2,6666.666666666667
Thanisandra,1185.0,2.0,2.0,42.6,2,3594.93670886076
Kothnoor Dinne,1200.0,2.0,2.0,35.0,2,2916.6666666666665
Electronic City,1070.0,2.0,1.0,54.0,2,5046.728971962617
Chandapura,520.0,1.0,1.0,14.04,1,2700.0
Kudlu,1024.0,2.0,2.0,44.0,2,4296.875
Whitefield,4356.0,5.0,1.0,850.0,4,19513.314967860424
Sarjapur,940.0,2.0,1.0,25.38,2,2700.0
Garudachar Palya,1150.0,2.0,1.0,52.5,2,4565.217391304348
Kanakpura Road,800.0,5.0,3.0,115.0,4,14375.0
Rachenahalli,440.0,1.0,1.0,28.0,1,6363.636363636364
Kanakpura Road,1450.0,3.0,3.0,51.0,3,3517.2413793103447
Yelahanka,1260.0,2.0,2.0,59.2,2,4698.412698412699
Jalahalli,2113.0,3.0,2.0,155.0,3,7335.541883577851
Bileshivale,4000.0,5.0,1.0,280.0,4,7000.0
Whitefield,630.5,1.0,0.0,32.15,1,5099.127676447264
Vijaya Bank Layout,1374.0,2.0,2.0,70.0,3,5094.614264919942
Yelachenahalli,800.0,1.0,1.0,30.0,2,3750.0
Kengeri Satellite Town,890.0,2.0,1.0,35.0,2,3932.5842696629215
Malleshwaram,2250.0,3.0,1.0,200.0,3,8888.888888888889
7th Phase JP Nagar,1460.0,3.0,1.0,70.0,3,4794.520547945205
Hennur Road,987.0,2.0,1.0,49.0,2,4964.539007092199
Sarjapur  Road,1850.0,3.0,2.0,140.0,3,7567.567567567567
Hennur Road,1066.0,2.0,1.0,52.23,2,4899.624765478424
Iblur Village,2300.0,3.0,1.0,220.0,3,9565.217391304348
Jakkur,1483.0,2.0,1.0,98.0,2,6608.226567768038
Malleshwaram,7500.0,7.0,3.0,1700.0,5,22666.666666666668
Electronic City,1108.0,2.0,1.0,67.15,2,6060.469314079423
Silver Springs Layout,1550.0,2.0,3.0,70.0,3,4516.129032258064
Kannamangala,1536.0,3.0,1.0,104.0,3,6770.833333333333
Doddakammanahalli,1550.0,2.0,1.0,60.0,3,3870.967741935484
Kanakpura Road,1300.0,2.0,3.0,69.0,3,5307.692307692308
"Sarjapur Road, ",1936.0,3.0,2.0,139.0,3,7179.752066115702
Thanisandra,1261.0,2.0,1.0,80.0,3,6344.171292624901
Domlur,780.0,1.0,1.0,70.0,1,8974.358974358975
Raja Rajeshwari Nagar,3450.0,7.0,2.0,225.0,8,6521.739130434783
Vijayanagar,920.0,2.0,2.0,60.0,2,6521.739130434783
Koramangala,1200.0,2.0,2.0,100.0,2,8333.333333333334
CV Raman Nagar,1590.0,2.0,3.0,85.0,3,5345.911949685535
Yelahanka,1835.0,3.0,1.0,108.0,3,5885.558583106267
Sultan Palaya,2200.0,3.0,3.0,80.0,4,3636.363636363637
Anandapura,1200.0,2.0,0.0,58.0,2,4833.333333333333
Whitefield,1245.0,2.0,1.0,59.76,2,4800.0
Uttarahalli,661.0,1.0,1.0,36.0,1,5446.293494704993
Jakkur,1880.0,4.0,2.0,110.0,3,5851.063829787234
Kadugodi,1314.0,2.0,2.0,78.0,2,5936.07305936073
Gottigere,1230.0,2.0,2.0,52.0,3,4227.642276422765
Kothannur,1275.0,2.0,2.0,43.85,3,3439.2156862745096
Uttarahalli,1310.0,2.0,1.0,85.0,3,6488.5496183206105
Kanakpura Road,1366.0,3.0,1.0,76.85,2,5625.915080527086
Hennur Road,1036.0,2.0,1.0,59.45,2,5738.416988416989
Thanisandra,1370.0,2.0,1.0,61.0,3,4452.554744525547
3rd Phase JP Nagar,2400.0,3.0,1.0,270.0,3,11250.0
OMBR Layout,600.0,3.0,2.0,100.0,3,16666.666666666668
Dollars Colony,7800.0,3.0,2.0,2000.0,3,25641.02564102564
4th T block Jayanagar,2100.0,3.0,3.0,220.0,3,10476.190476190475
Rajaji Nagar,2367.0,3.0,3.0,375.0,3,15842.839036755386
Hebbal,1150.0,2.0,1.0,55.0,2,4782.608695652174
Thanisandra,1093.0,2.0,2.0,70.0,2,6404.391582799634
Sarjapur  Road,984.0,3.0,2.0,140.0,3,14227.642276422765
TC Palaya,1440.0,5.0,1.0,100.0,5,6944.444444444444
Kasavanhalli,1717.0,3.0,3.0,99.0,3,5765.87070471753
Ardendale,1777.26,3.0,2.0,92.0,3,5176.507657855351
Yeshwanthpur,650.0,1.0,0.0,40.0,1,6153.846153846154
Sarjapur  Road,1035.0,2.0,2.0,49.2,2,4753.623188405797
Billekahalli,1360.0,2.0,3.0,110.0,2,8088.235294117647
Punappa Layout,1310.0,2.0,1.0,55.0,3,4198.473282442748
Banagiri Nagar,1500.0,2.0,2.0,89.99,3,5999.333333333333
Old Madras Road,2640.0,5.0,1.0,150.0,3,5681.818181818182
Madavara,1000.0,2.0,1.0,35.0,2,3500.0
Banjara Layout,1200.0,5.0,2.0,96.0,5,8000.0
Marathahalli,1358.0,2.0,1.0,81.0,2,5964.653902798233
1st Phase JP Nagar,,1.0,1.0,63.0,1,
Bhoganhalli,1458.0,3.0,1.0,78.45,3,5380.658436213992
Electronic City Phase II,2225.0,4.0,0.0,98.88,4,4444.044943820225
Abbigere,1000.0,2.0,1.0,41.0,2,4100.0
"Kirloskar layout, Basaveshwarnagar",1200.0,2.0,1.0,49.5,2,4125.0
Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2,6200.0
Harlur,1752.12,3.0,2.0,133.0,3,7590.80428281168
Hosa Road,1245.0,2.0,1.0,62.0,2,4979.919678714859
Hongasandra,1150.0,2.0,2.0,49.0,2,4260.869565217391
R.T. Nagar,1140.0,3.0,1.0,130.0,3,11403.508771929824
Thanisandra,965.0,2.0,1.0,54.0,2,5595.854922279793
Doddathoguru,964.0,2.0,1.0,62.0,2,6431.535269709543
Nagawara Junction,1200.0,3.0,2.0,200.0,3,16666.666666666668
Ramamurthy Nagar Extension,750.0,2.0,1.0,42.0,4,5600.0
Rayasandra,1373.0,3.0,2.0,72.0,3,5243.991260014566
Amruthnagar,1150.0,2.0,1.0,48.0,2,4173.913043478261
Ullal Uppanagar,2400.0,5.0,2.0,75.0,6,3125.0
Hegde Nagar,3500.0,5.0,2.0,450.0,4,12857.142857142857
Kudlu Gate,1238.0,2.0,3.0,55.0,2,4442.64943457189
Lingadheeranahalli,1683.0,3.0,1.0,140.0,3,8318.478906714201
Ambalipura,1105.0,2.0,1.0,75.0,2,6787.330316742082
Battarahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
Hebbal,4225.0,6.0,0.0,359.0,4,8497.041420118343
Whitefield,2321.0,4.0,1.0,157.0,3,6764.325721671693
Yeshwanthpur,1162.0,2.0,2.0,64.08,2,5514.629948364888
Whitefield,1280.0,2.0,0.0,85.0,2,6640.625
Bellandur,1830.0,3.0,3.0,89.89,3,4912.021857923497
Kasavanhalli,2111.0,4.0,3.0,120.0,3,5684.509711037423
HSR Layout,1844.0,3.0,1.0,89.0,3,4826.46420824295
Dasarahalli,1220.0,2.0,2.0,52.0,2,4262.295081967213
Yelahanka,1275.0,2.0,2.0,95.0,3,7450.980392156863
Vijaya Bank Layout,1200.0,2.0,1.0,68.0,3,5666.666666666667
Bellandur,2666.0,3.0,1.0,230.0,3,8627.156789197299
EPIP Zone,2210.0,3.0,3.0,165.0,3,7466.06334841629
Rajagopala Nagar,600.0,4.0,1.0,40.0,4,6666.666666666667
Sarjapur  Road,1197.0,2.0,1.0,56.86,2,4750.208855472013
Cooke Town,2600.0,3.0,1.0,375.0,3,14423.076923076924
Basava Nagar,1405.0,2.0,2.0,70.0,2,4982.20640569395
Nayandanahalli,985.0,2.0,1.0,55.0,2,5583.756345177665
Padmanabhanagar,1150.0,2.0,2.0,45.0,2,3913.0434782608695
Sampigehalli,1200.0,2.0,1.0,61.0,2,5083.333333333333
Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5
Roopena Agrahara,1215.0,2.0,2.0,46.5,3,3827.16049382716
7th Phase JP Nagar,1000.0,2.0,1.0,38.0,2,3800.0
adigondanhalli,1200.0,1.0,0.0,42.0,2,3500.0
Kanakpura Road,3500.0,6.0,2.0,225.0,4,6428.571428571428
Konanakunte,1200.0,2.0,1.0,130.0,4,10833.333333333334
Sarjapur,913.0,2.0,1.0,32.0,2,3504.9288061336256
Hoodi,1100.0,4.0,1.0,120.0,4,10909.09090909091
Marsur,497.0,1.0,1.0,17.0,2,3420.523138832998
Dommasandra,1033.0,2.0,2.0,31.5,3,3049.370764762826
Whitefield,1100.0,2.0,2.0,52.0,2,4727.272727272727
Herohalli,1800.0,6.0,0.0,44.5,5,2472.222222222222
Chikkabanavar,1067.0,2.0,1.0,38.0,2,3561.3870665417057
Whitefield,1113.0,2.0,1.0,62.0,2,5570.530098831986
Sanjay nagar,630.0,1.0,1.0,35.0,2,5555.555555555556
Thanisandra main road,4209.0,4.0,2.0,602.0,4,14302.684723212164
Cambridge Layout,1950.0,3.0,3.0,230.0,3,11794.871794871797
Koramangala,1716.0,2.0,0.0,115.0,3,6701.631701631702
Jigani,,3.0,2.0,160.0,4,
Whitefield,1109.0,2.0,1.0,35.47,2,3198.376916140667
Brookefield,1200.0,2.0,2.0,75.0,2,6250.0
Padmanabhanagar,1710.0,2.0,2.0,90.63,3,5300.0
Hoysalanagar,1100.0,2.0,1.0,50.0,2,4545.454545454545
Hoodi,1925.0,3.0,3.0,110.0,3,5714.285714285715
Cooke Town,1500.0,3.0,3.0,95.0,3,6333.333333333333
Marathahalli,1800.0,3.0,2.0,95.0,3,5277.777777777777
Bommasandra,1126.0,2.0,1.0,28.15,2,2500.0
Sarjapur  Road,1150.0,2.0,0.0,44.0,2,3826.086956521739
Bellandur,900.0,2.0,2.0,56.0,2,6222.222222222223
Uttarahalli,1215.0,2.0,2.0,52.85,3,4349.794238683127
Domlur,650.0,1.0,1.0,70.0,1,10769.23076923077
Kothannur,1215.0,2.0,3.0,48.6,3,4000.0
Karuna Nagar,1163.0,3.0,2.0,180.0,3,15477.214101461735
B Narayanapura,1092.0,2.0,1.0,98.5,3,9020.14652014652
Hebbal,1110.0,3.0,3.0,59.0,3,5315.315315315315
Uttarahalli,1123.0,2.0,2.0,60.0,2,5342.831700801425
Kanakpura Road,700.0,1.0,1.0,41.0,2,5857.142857142857
Kirloskar Layout,1400.0,3.0,2.0,35.0,3,2500.0
1st Block Koramangala,1000.0,2.0,2.0,45.0,2,4500.0
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,2887.8571428571427
Neeladri Nagar,1363.0,2.0,2.0,68.0,2,4988.994864269993
Kalena Agrahara,1450.0,3.0,3.0,100.0,3,6896.551724137931
Sarjapur  Road,1565.0,3.0,2.0,78.0,3,4984.025559105431
Samethanahalli,799.0,2.0,1.0,35.0,2,4380.475594493117
Thubarahalli,1626.0,2.0,2.0,120.0,3,7380.073800738008
Thirumenahalli,1100.0,2.0,1.0,39.5,2,3590.909090909091
Varthur Road,552.5,1.0,0.0,13.26,1,2400.0
Doddathoguru,1208.0,3.0,1.0,45.0,3,3725.1655629139073
Kudlu,1027.0,2.0,2.0,43.0,2,4186.952288218111
Rachenahalli,1550.0,3.0,2.0,68.5,3,4419.354838709677
Bannerghatta Road,1200.0,2.0,2.0,65.0,2,5416.666666666667
Kundalahalli,1397.0,3.0,3.0,108.0,3,7730.851825340014
Bommanahalli,1200.0,2.0,2.0,40.0,2,3333.333333333333
Malleshwaram,2520.0,3.0,2.0,150.0,3,5952.380952380952
Hegde Nagar,1718.0,3.0,2.0,130.0,3,7566.938300349243
Sarjapur  Road,1305.0,2.0,1.0,99.0,2,7586.206896551724
Ashwathnagar,800.0,2.0,0.0,60.0,3,7500.0
Panathur,1210.0,2.0,2.0,69.0,2,5702.479338842975
Yeshwanthpur,3027.0,4.0,3.0,260.0,3,8589.362405021473
Bhoganhalli,1974.0,4.0,0.0,106.0,4,5369.807497467072
Maruthi Layout,916.0,2.0,1.0,42.0,2,4585.152838427947
Yelahanka,845.0,2.0,2.0,43.0,2,5088.757396449704
Mariyannapalya,1125.0,2.0,2.0,46.0,2,4088.8888888888887
KR Puram,1015.0,2.0,1.0,43.0,2,4236.453201970443
Kasavanhalli,1563.05,3.0,1.0,105.0,3,6717.635392341896
Doddakannelli,1477.0,2.0,2.0,80.0,3,5416.384563303995
Marathahalli,1325.0,2.0,2.0,71.55,2,5400.0
Magadi Road,884.0,2.0,1.0,41.1,2,4649.321266968326
Uday Nagar,1650.0,3.0,1.0,110.0,3,6666.666666666667
Hennur Road,1482.0,2.0,1.0,92.0,3,6207.827260458839
Whitefield,2842.0,3.0,2.0,162.0,3,5700.2111189303305
Electronic City Phase II,1000.0,2.0,1.0,25.0,2,2500.0
Hormavu,1604.0,3.0,0.0,68.0,3,4239.401496259352
Vijayanagar,2047.0,3.0,2.0,136.0,3,6643.869076697606
Kengeri,750.0,2.0,1.0,36.0,2,4800.0
Chandapura,971.0,2.0,2.0,38.0,3,3913.491246138002
Malleshwaram,2215.0,3.0,2.0,330.0,3,14898.41986455982
Chikkabanavar,1500.0,4.0,1.0,105.0,4,7000.0
Kodihalli,3626.0,5.0,3.0,785.0,4,21649.20022062879
KR Puram,1200.0,2.0,1.0,42.0,2,3500.0
Kaggadasapura,2150.0,4.0,2.0,90.0,4,4186.046511627907
Kogilu,1190.0,2.0,2.0,50.66,2,4257.142857142857
Thigalarapalya,1297.0,2.0,2.0,98.0,2,7555.898226676947
Ilyas Nagar,900.0,4.0,1.0,75.0,4,8333.333333333334
5th Block Hbr Layout,1200.0,4.0,2.0,205.0,4,17083.333333333332
Seegehalli,4000.0,3.0,1.0,235.0,3,5875.0
Kundalahalli,1724.0,3.0,3.0,140.0,3,8120.649651972158
Raja Rajeshwari Nagar,1587.0,3.0,1.0,73.8,3,4650.283553875236
7th Phase JP Nagar,1215.0,2.0,2.0,90.0,2,7407.407407407408
R.T. Nagar,3600.0,8.0,2.0,165.0,9,4583.333333333333
Kengeri,500.0,1.0,1.0,17.0,1,3400.0
Kengeri,1255.0,2.0,2.0,50.0,2,3984.06374501992
Chandapura,1230.0,2.0,2.0,31.37,3,2550.4065040650407
Jigani,920.0,2.0,2.0,46.0,2,5000.0
Marathahalli,1730.0,3.0,3.0,139.0,3,8034.682080924856
Kasavanhalli,4408.0,4.0,2.0,344.0,4,7803.992740471869
Panathur,1370.0,2.0,2.0,75.0,3,5474.4525547445255
KR Puram,1290.0,2.0,2.0,69.0,2,5348.837209302325
Rajaji Nagar,1621.0,3.0,1.0,124.0,3,7649.599012954966
Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2,5882.35294117647
Varthur,1600.0,4.0,3.0,112.0,4,7000.0
Banashankari,1200.0,2.0,3.0,49.0,2,4083.3333333333335
Kodbisanhalli,1012.0,2.0,2.0,59.0,2,5830.0395256917
Electronic City,1342.0,2.0,1.0,72.0,2,5365.126676602086
Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3,3684.2105263157896
Harlur,1370.0,2.0,2.0,88.0,2,6423.3576642335765
Electronic City,1220.0,2.0,1.0,35.25,3,2889.344262295082
Kasavanhalli,1715.0,3.0,3.0,112.0,3,6530.61224489796
Abbigere,1200.0,6.0,1.0,95.0,6,7916.666666666667
Old Madras Road,2010.0,3.0,2.0,115.0,4,5721.393034825871
Kirloskar Layout,750.0,3.0,1.0,88.0,5,11733.333333333334
Haralur Road,1140.0,2.0,2.0,42.0,2,3684.2105263157896
Electronics City Phase 1,1160.0,2.0,1.0,52.0,2,4482.758620689655
Rammana Layout,2000.0,3.0,2.0,100.0,3,5000.0
Hebbal,3067.0,4.0,1.0,310.0,4,10107.597000326052
Doddabommasandra,1600.0,2.0,1.0,90.0,2,5625.0
Thanisandra,1110.0,2.0,2.0,46.5,2,4189.189189189189
Rachenahalli,1050.0,2.0,2.0,47.25,2,4500.0
Sarjapur  Road,1984.0,4.0,1.0,146.0,3,7358.870967741936
Bhoganhalli,1760.0,3.0,2.0,127.0,3,7215.909090909091
Kasavanhalli,1550.0,2.0,3.0,52.0,3,3354.8387096774195
Old Madras Road,2640.0,2.0,1.0,170.0,2,6439.393939393939
Budigere,1636.0,3.0,2.0,88.0,3,5378.973105134474
7th Phase JP Nagar,1680.0,3.0,3.0,125.0,3,7440.476190476191
Sarjapur  Road,1311.0,2.0,1.0,78.0,2,5949.656750572082
ITPL,1548.0,3.0,2.0,89.5,3,5781.6537467700255
Kaggadasapura,1240.0,2.0,1.0,58.58,2,4724.193548387097
Lingarajapuram,1280.0,5.0,3.0,150.0,7,11718.75
Rajaji Nagar,2790.0,3.0,0.0,950.0,3,34050.179211469534
Vittasandra,1650.0,3.0,2.0,85.0,3,5151.515151515152
Rajaji Nagar,720.0,2.0,2.0,65.0,2,9027.777777777776
Kaikondrahalli,1342.0,3.0,3.0,92.0,3,6855.439642324888
Thanisandra,662.0,1.0,0.0,38.0,1,5740.181268882176
Electronic City,1025.0,2.0,1.0,49.0,2,4780.487804878048
Whitefield,1655.0,3.0,2.0,97.0,3,5861.027190332326
Poornapragna Housing Society Layout,2400.0,3.0,0.0,360.0,3,15000.0
Dasarahalli,2100.0,3.0,3.0,120.0,3,5714.285714285715
2nd Block Hrbr Layout,1350.0,4.0,3.0,235.0,4,17407.40740740741
Kammanahalli,600.0,2.0,1.0,50.0,3,8333.333333333334
Electronic City Phase II,1400.0,2.0,2.0,40.44,3,2888.5714285714284
Electronic City,1020.0,2.0,1.0,29.45,2,2887.2549019607845
Moodalapalya,840.0,8.0,0.0,120.0,6,14285.714285714286
Bandepalya,1125.0,2.0,1.0,48.0,2,4266.666666666667
Kasavanhalli,1200.0,2.0,1.0,78.0,2,6500.0
Hosakerehalli,3205.0,5.0,1.0,380.0,4,11856.474258970358
Kundalahalli,1724.0,3.0,1.0,146.0,3,8468.677494199535
ITPL,1200.0,3.0,1.0,68.4,3,5700.000000000001
Bannerghatta Road,1846.0,3.0,2.0,120.0,3,6500.541711809317
KR Puram,1290.0,2.0,1.0,49.02,2,3800.0
Virupakshapura,900.0,1.0,0.0,70.0,2,7777.777777777777
Akshayanagara West,1410.0,2.0,2.0,75.0,2,5319.148936170212
Hennur Road,950.0,2.0,1.0,55.0,2,5789.473684210527
Anekal,967.0,2.0,1.0,45.0,3,4653.567735263702
Kothanur,1583.0,3.0,3.0,76.1,3,4807.327858496525
Hulimavu,850.0,1.0,1.0,39.5,2,4647.058823529412
Bellandur,1830.0,3.0,3.0,91.86,3,5019.672131147541
Ramagondanahalli,1235.0,2.0,1.0,49.3,2,3991.902834008097
Cambridge Layout,1756.0,3.0,2.0,307.0,3,17482.915717539865
Kereguddadahalli,1015.0,2.0,1.0,35.0,2,3448.2758620689656
Mahalakshmi Puram,830.0,2.0,1.0,60.0,2,7228.915662650603
"Banashankari 6th Stage ,Subramanyapura",1690.0,3.0,2.0,100.0,3,5917.15976331361
Thanisandra,1185.0,2.0,2.0,43.51,2,3671.7299578059074
Thanisandra,1188.0,2.0,1.0,39.0,2,3282.8282828282827
Kurubarahalli,450.0,3.0,1.0,53.0,4,11777.777777777776
Gottigere,1235.0,2.0,2.0,63.0,2,5101.214574898785
Hebbal Kempapura,1466.0,2.0,3.0,140.0,3,9549.795361527968
Kanakpura Road,1240.0,2.0,2.0,65.0,2,5241.935483870968
Kothannur,1404.0,2.0,1.0,56.15,3,3999.287749287749
Kanakpura Road,1550.0,3.0,3.0,64.5,3,4161.290322580645
Basavangudi,1542.14,3.0,3.0,120.0,3,7781.394685307429
Vidyaranyapura,770.0,3.0,2.0,65.25,4,8474.025974025973
Kanakpura Road,700.0,2.0,1.0,34.98,2,4997.142857142857
Hebbal Kempapura,3522.0,3.0,2.0,380.0,3,10789.3242475866
Koramangala,1260.0,2.0,1.0,100.0,2,7936.507936507936
7th Phase JP Nagar,500.0,1.0,0.0,70.0,1,14000.0
Venkateshpuram,625.0,2.0,1.0,24.0,2,3840.0
Chandapura,1095.0,2.0,2.0,32.0,3,2922.3744292237443
Volagerekallahalli,1070.0,2.0,2.0,33.0,2,3084.11214953271
Kereguddadahalli,1400.0,2.0,2.0,42.0,3,3000.0
Kathriguppe,1350.0,3.0,3.0,78.3,3,5800.0
Mallasandra,1325.0,2.0,1.0,70.0,2,5283.018867924528
Raja Rajeshwari Nagar,1090.0,2.0,2.0,43.59,2,3999.08256880734
8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2,3999.0817263544536
Mysore Road,1500.0,3.0,2.0,74.0,3,4933.333333333333
Bommanahalli,1091.0,2.0,1.0,40.0,2,3666.361136571953
Sarjapur  Road,1845.0,4.0,1.0,110.0,3,5962.059620596206
Whitefield,825.0,1.0,1.0,44.9,1,5442.424242424242
Balagere,1210.0,2.0,1.0,83.0,2,6859.504132231405
Yelahanka,1815.0,3.0,2.0,82.0,3,4517.906336088155
Padmanabhanagar,1400.0,3.0,0.0,65.0,3,4642.857142857143
Sarjapur  Road,3335.0,5.0,2.0,300.0,4,8995.502248875562
Hebbal,1420.0,2.0,1.0,99.39,2,6999.295774647887
Hosakerehalli,1200.0,3.0,2.0,175.0,3,14583.333333333334
Kaval Byrasandra,945.0,2.0,2.0,50.0,2,5291.005291005291
Kothnur Narayanapura,1290.0,1.0,0.0,77.5,2,6007.751937984496
Hebbal,1200.0,2.0,2.0,48.0,2,4000.0
Bisuvanahalli,1075.0,2.0,1.0,41.49,3,3859.5348837209294
Balagere,1007.0,2.0,1.0,66.0,2,6554.121151936445
Hennur,1482.0,3.0,1.0,110.0,3,7422.402159244264
Old Airport Road,1875.0,2.0,2.0,110.0,3,5866.666666666667
6th Phase JP Nagar,1216.0,2.0,2.0,60.0,2,4934.210526315789
Kanakpura Road,1600.0,3.0,3.0,90.0,3,5625.0
Brookefield,1150.0,2.0,3.0,69.0,2,6000.0
Vidyaranyapura,2400.0,5.0,1.0,135.0,4,5625.0
Bannerghatta Road,2826.0,3.0,1.0,148.0,3,5237.0842179759375
Sarakki Nagar,3131.0,4.0,3.0,349.0,4,11146.598530820824
Mallasandra,1325.0,2.0,2.0,73.0,2,5509.433962264151
Yeshwanthpur,1170.0,2.0,2.0,57.0,2,4871.794871794872
Devanahalli,1080.0,2.0,1.0,44.0,2,4074.074074074074
Kothanur,1462.0,3.0,3.0,71.0,3,4856.361149110807
3rd Block Banashankari,1200.0,4.0,1.0,175.0,4,14583.333333333334
Vaishnavi Layout,4800.0,6.0,2.0,420.0,4,8750.0
Dasanapura,708.0,1.0,1.0,40.0,2,5649.717514124294
Sarjapur,2400.0,3.0,3.0,140.0,4,5833.333333333333
Kanakpura Road,700.0,2.0,1.0,34.0,2,4857.142857142857
Silver Springs Layout,1885.0,3.0,3.0,90.0,3,4774.535809018567
Yelahanka New Town,,2.0,1.0,18.0,1,
akshaya nagar t c palya,1200.0,4.0,0.0,120.0,4,10000.0
Koramangala,1910.0,4.0,3.0,150.0,3,7853.403141361256
Begur Road,1410.0,2.0,3.0,53.0,3,3758.8652482269504
Vajarahalli,1475.0,3.0,1.0,80.0,3,5423.728813559322
Begur Road,644.0,1.0,1.0,32.0,1,4968.944099378882
Channasandra,4200.0,6.0,0.0,180.0,6,4285.714285714285
Lingadheeranahalli,2245.0,4.0,2.0,154.0,4,6859.688195991092
Yeshwanthpur,1000.0,2.0,2.0,32.0,2,3200.0
R.T. Nagar,2400.0,3.0,0.0,348.0,3,14500.0
Munnekollal,2400.0,40.0,0.0,660.0,43,27500.0
Electronic City,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Indira Nagar,1128.0,2.0,2.0,105.0,2,9308.510638297872
Green Glen Layout,1715.0,3.0,2.0,115.0,3,6705.539358600583
Wilson Garden,4000.0,6.0,3.0,850.0,6,21250.0
HSR Layout,3500.0,5.0,0.0,350.0,5,10000.0
Ashirvad Colony,2050.0,3.0,1.0,100.0,4,4878.048780487805
Marathahalli,1152.0,2.0,1.0,90.0,2,7812.5
Bommenahalli,1670.0,3.0,0.0,135.0,4,8083.832335329342
Bellandur,1400.0,2.0,2.0,44.81,3,3200.714285714286
Haralur Road,1027.0,2.0,1.0,44.0,2,4284.323271665044
6th Phase JP Nagar,1810.0,3.0,3.0,131.0,3,7237.56906077348
Whitefield,2856.0,5.0,0.0,145.5,4,5094.53781512605
Sarjapur  Road,1157.0,2.0,1.0,53.99,3,4666.3785652549695
Hennur Road,1100.0,2.0,1.0,78.0,3,7090.909090909091
P&T Layout,1242.0,2.0,3.0,39.7,2,3196.45732689211
Whitefield,1116.0,2.0,3.0,51.91,2,4651.433691756272
Hoodi,1240.0,2.0,3.0,65.0,2,5241.935483870968
Bannerghatta Road,1725.0,3.0,3.0,85.0,3,4927.536231884058
Brookefield,1410.0,2.0,0.0,80.0,3,5673.758865248227
B Y Raveshwara Nagar,1200.0,2.0,1.0,140.0,4,11666.666666666666
Hebbal,1100.0,2.0,2.0,47.0,2,4272.727272727273
Kaggadasapura,1105.0,2.0,1.0,39.5,2,3574.660633484163
Kempegowda Nagar,1665.0,3.0,2.0,105.0,3,6306.306306306306
Hosur Road,1689.0,3.0,2.0,103.0,3,6098.283007696862
Hoodi,1715.0,2.0,2.0,100.0,3,5830.903790087464
Whitefield,5400.0,5.0,3.0,475.0,4,8796.296296296296
Yelahanka,700.0,1.0,1.0,38.0,1,5428.571428571428
Rajiv Gandhi Nagar,1170.0,2.0,2.0,68.0,2,5811.965811965812
Kanaka Nagar,2274.24,4.0,1.0,160.0,3,7035.317292809907
Sarjapur  Road,1800.0,3.0,1.0,90.0,4,5000.0
Electronic City,1342.0,2.0,1.0,90.0,2,6706.408345752608
Chikkabettahalli,1100.0,4.0,3.0,150.0,5,13636.363636363636
Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2,2828.74617737003
Thubarahalli,1200.0,2.0,2.0,79.0,2,6583.333333333333
Judicial Layout,900.0,2.0,1.0,40.0,2,4444.444444444444
Kanakpura Road,1100.0,3.0,1.0,52.97,3,4815.454545454545
